  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
7261000    3.08e-02  3.16e-02    1.89e-04  2.20e-04    2.77e-02  2.85e-02    1.2e-06
7262000    3.08e-02  2.85e-02    1.89e-04  1.55e-04    2.77e-02  2.56e-02    1.2e-06
7263000    4.82e-02  2.99e-02    2.16e-04  1.67e-04    4.34e-02  2.69e-02    1.2e-06
7264000    4.82e-02  5.34e-02    2.14e-04  1.26e-04    4.34e-02  4.81e-02    1.2e-06
7265000    2.77e-02  2.44e-02    1.82e-04  2.57e-04    2.49e-02  2.19e-02    1.2e-06
7266000    1.14e-01  1.24e-01    1.30e-03  8.17e-04    1.03e-01  1.11e-01    1.2e-06
7267000    2.77e-02  2.76e-02    1.86e-04  2.67e-04    2.49e-02  2.49e-02    1.2e-06
7268000    2.77e-02  2.74e-02    1.81e-04  2.35e-04    2.49e-02  2.47e-02    1.2e-06
7269000    1.14e-01  1.20e-01    1.57e-03  1.38e-03    1.03e-01  1.08e-01    1.2e-06
7270000    1.14e-01  1.18e-01    1.30e-03  7.74e-04    1.03e-01  1.07e-01    1.2e-06
7271000    4.81e-02  3.24e-02    2.31e-04  9.80e-05    4.34e-02  2.92e-02    1.2e-06
7272000    1.14e-01  1.00e-01    1.41e-03  1.16e-03    1.03e-01  9.02e-02    1.2e-06
7273000    3.07e-02  3.04e-02    1.89e-04  1.91e-04    2.77e-02  2.74e-02    1.2e-06
7274000    1.14e-01  1.05e-01    1.30e-03  9.05e-04    1.03e-01  9.46e-02    1.2e-06
7275000    4.81e-02  4.78e-02    2.25e-04  1.51e-04    4.34e-02  4.30e-02    1.2e-06
7276000    1.14e-01  1.25e-01    1.88e-03  2.04e-03    1.03e-01  1.12e-01    1.2e-06
7277000    2.76e-02  2.33e-02    1.84e-04  1.77e-04    2.49e-02  2.10e-02    1.2e-06
7278000    2.91e-02  2.41e-02    8.85e-05  1.33e-04    2.62e-02  2.17e-02    1.2e-06
7279000    2.91e-02  2.88e-02    9.15e-05  5.92e-05    2.62e-02  2.60e-02    1.2e-06
7280000    2.90e-02  2.60e-02    9.46e-05  1.27e-04    2.62e-02  2.35e-02    1.1e-06
7281000    2.76e-02  2.47e-02    2.10e-04  2.66e-04    2.49e-02  2.23e-02    1.1e-06
7282000    2.76e-02  2.64e-02    1.82e-04  2.06e-04    2.49e-02  2.38e-02    1.1e-06
7283000    3.07e-02  3.09e-02    1.90e-04  1.85e-04    2.77e-02  2.79e-02    1.1e-06
7284000    4.81e-02  3.63e-02    2.21e-04  1.49e-04    4.34e-02  3.27e-02    1.1e-06
7285000    1.14e-01  1.07e-01    1.37e-03  1.09e-03    1.03e-01  9.64e-02    1.1e-06
7286000    1.14e-01  1.22e-01    1.31e-03  9.49e-04    1.03e-01  1.10e-01    1.1e-06
7287000    2.90e-02  2.67e-02    1.05e-04  1.12e-04    2.62e-02  2.41e-02    1.1e-06
7288000    2.76e-02  2.94e-02    1.83e-04  2.06e-04    2.49e-02  2.65e-02    1.1e-06
7289000    2.76e-02  3.43e-02    1.90e-04  2.26e-04    2.49e-02  3.10e-02    1.1e-06
7290000    2.90e-02  3.53e-02    2.40e-04  2.06e-04    2.62e-02  3.19e-02    1.1e-06
7291000    3.07e-02  3.31e-02    1.89e-04  1.72e-04    2.77e-02  2.99e-02    1.1e-06
7292000    2.90e-02  2.51e-02    1.08e-04  9.75e-05    2.62e-02  2.27e-02    1.1e-06
7293000    4.80e-02  2.93e-02    2.16e-04  3.26e-04    4.34e-02  2.64e-02    1.1e-06
7294000    3.07e-02  2.91e-02    1.89e-04  9.11e-05    2.77e-02  2.63e-02    1.1e-06
7295000    3.07e-02  3.13e-02    1.88e-04  1.92e-04    2.77e-02  2.82e-02    1.1e-06
7296000    1.14e-01  1.26e-01    1.30e-03  1.21e-03    1.03e-01  1.13e-01    1.1e-06
7297000    2.76e-02  2.52e-02    1.82e-04  1.37e-04    2.49e-02  2.27e-02    1.1e-06
7298000    2.76e-02  2.78e-02    1.84e-04  9.54e-05    2.49e-02  2.51e-02    1.1e-06
7299000    3.07e-02  2.95e-02    1.96e-04  1.63e-04    2.77e-02  2.66e-02    1.1e-06
7300000    1.14e-01  1.13e-01    1.77e-03  1.69e-03    1.03e-01  1.02e-01    1.1e-06
7301000    2.90e-02  2.59e-02    1.32e-04  1.93e-04    2.62e-02  2.34e-02    1.1e-06
7302000    3.06e-02  3.21e-02    1.90e-04  2.35e-04    2.77e-02  2.90e-02    1.1e-06
7303000    1.14e-01  1.14e-01    1.40e-03  8.45e-04    1.03e-01  1.03e-01    1.1e-06
7304000    4.80e-02  4.62e-02    2.13e-04  1.78e-04    4.34e-02  4.18e-02    1.1e-06
7305000    4.80e-02  3.84e-02    2.14e-04  3.39e-04    4.34e-02  3.47e-02    1.1e-06
7306000    2.75e-02  2.29e-02    1.82e-04  1.36e-04    2.49e-02  2.07e-02    1.1e-06
7307000    2.90e-02  2.79e-02    9.75e-05  7.59e-05    2.62e-02  2.52e-02    1.1e-06
7308000    3.06e-02  3.03e-02    1.89e-04  1.74e-04    2.77e-02  2.74e-02    1.1e-06
7309000    2.75e-02  2.65e-02    1.84e-04  1.45e-04    2.49e-02  2.40e-02    1.1e-06
7310000    2.90e-02  2.90e-02    1.01e-04  9.21e-05    2.62e-02  2.62e-02    1.1e-06
7311000    2.90e-02  2.26e-02    8.97e-05  6.82e-05    2.62e-02  2.04e-02    1.1e-06
7312000    4.79e-02  5.03e-02    2.21e-04  1.27e-04    4.34e-02  4.55e-02    1.1e-06
7313000    3.06e-02  3.10e-02    1.99e-04  1.84e-04    2.77e-02  2.80e-02    1.1e-06
7314000    3.06e-02  2.90e-02    1.91e-04  2.56e-04    2.77e-02  2.62e-02    1.1e-06
7315000    4.79e-02  5.19e-02    2.24e-04  1.09e-04    4.34e-02  4.69e-02    1.1e-06
7316000    2.75e-02  2.95e-02    1.82e-04  1.80e-04    2.49e-02  2.67e-02    1.1e-06
7317000    2.90e-02  2.72e-02    9.94e-05  1.02e-04    2.62e-02  2.47e-02    1.1e-06
7318000    1.14e-01  1.20e-01    1.36e-03  1.54e-03    1.03e-01  1.09e-01    1.1e-06
7319000    2.90e-02  2.89e-02    1.02e-04  1.31e-04    2.62e-02  2.61e-02    1.1e-06
7320000    2.89e-02  2.32e-02    9.77e-05  6.90e-05    2.62e-02  2.10e-02    1.1e-06
7321000    2.75e-02  3.12e-02    1.82e-04  1.17e-04    2.49e-02  2.83e-02    1.1e-06
7322000    3.06e-02  3.20e-02    1.89e-04  1.02e-04    2.77e-02  2.90e-02    1.1e-06
7323000    2.89e-02  2.51e-02    9.16e-05  9.45e-05    2.62e-02  2.28e-02    1.1e-06
7324000    1.13e-01  1.36e-01    1.31e-03  2.39e-03    1.03e-01  1.23e-01    1.1e-06
7325000    2.89e-02  2.69e-02    9.34e-05  8.88e-05    2.62e-02  2.43e-02    1.1e-06
7326000    2.89e-02  2.43e-02    1.02e-04  9.46e-05    2.62e-02  2.20e-02    1.1e-06
7327000    2.89e-02  2.58e-02    1.05e-04  9.67e-05    2.62e-02  2.33e-02    1.1e-06
7328000    3.06e-02  2.94e-02    1.89e-04  1.82e-04    2.77e-02  2.67e-02    1.1e-06
7329000    1.13e-01  1.03e-01    1.56e-03  1.03e-03    1.03e-01  9.30e-02    1.1e-06
7330000    3.05e-02  3.08e-02    1.90e-04  2.33e-04    2.77e-02  2.80e-02    1.1e-06
7331000    1.13e-01  1.12e-01    1.42e-03  1.24e-03    1.03e-01  1.02e-01    1.1e-06
7332000    2.89e-02  2.74e-02    9.34e-05  9.57e-05    2.62e-02  2.48e-02    1.1e-06
7333000    1.13e-01  1.22e-01    1.33e-03  2.10e-03    1.03e-01  1.11e-01    1.1e-06
7334000    4.78e-02  3.46e-02    2.20e-04  1.75e-04    4.34e-02  3.14e-02    1.1e-06
7335000    4.78e-02  5.76e-02    2.18e-04  3.29e-04    4.34e-02  5.22e-02    1.1e-06
7336000    2.89e-02  3.30e-02    9.31e-05  1.30e-04    2.62e-02  2.99e-02    1.1e-06
7337000    4.78e-02  3.74e-02    2.13e-04  1.69e-04    4.34e-02  3.40e-02    1.1e-06
7338000    2.89e-02  3.90e-02    1.09e-04  1.04e-04    2.62e-02  3.53e-02    1.1e-06
7339000    3.05e-02  3.01e-02    1.89e-04  1.83e-04    2.77e-02  2.73e-02    1.1e-06
7340000    3.05e-02  2.91e-02    1.90e-04  1.69e-04    2.77e-02  2.64e-02    1.1e-06
7341000    2.74e-02  2.92e-02    1.82e-04  1.55e-04    2.49e-02  2.65e-02    1.1e-06
7342000    4.78e-02  4.02e-02    2.20e-04  1.52e-04    4.34e-02  3.65e-02    1.1e-06
7343000    2.74e-02  2.96e-02    1.81e-04  1.22e-04    2.49e-02  2.68e-02    1.1e-06
7344000    2.74e-02  2.76e-02    1.83e-04  1.70e-04    2.49e-02  2.50e-02    1.1e-06
7345000    1.13e-01  9.98e-02    1.35e-03  1.09e-03    1.03e-01  9.06e-02    1.1e-06
7346000    2.89e-02  3.45e-02    1.18e-04  9.12e-05    2.62e-02  3.13e-02    1.1e-06
7347000    1.13e-01  8.05e-02    2.18e-03  2.06e-03    1.03e-01  7.29e-02    1.1e-06
7348000    2.74e-02  2.97e-02    1.82e-04  2.34e-04    2.49e-02  2.70e-02    1.1e-06
7349000    2.74e-02  2.65e-02    1.87e-04  1.93e-04    2.49e-02  2.40e-02    1.1e-06
7350000    2.88e-02  2.86e-02    9.89e-05  9.63e-05    2.62e-02  2.60e-02    1.1e-06
7351000    2.74e-02  2.41e-02    1.81e-04  1.25e-04    2.49e-02  2.19e-02    1.1e-06
7352000    2.74e-02  2.95e-02    1.81e-04  2.16e-04    2.49e-02  2.68e-02    1.1e-06
7353000    2.74e-02  2.36e-02    1.92e-04  1.83e-04    2.49e-02  2.14e-02    1.1e-06
7354000    1.13e-01  9.97e-02    1.42e-03  1.03e-03    1.03e-01  9.06e-02    1.1e-06
7355000    2.88e-02  2.32e-02    1.62e-04  1.94e-04    2.62e-02  2.11e-02    1.1e-06
7356000    2.74e-02  2.39e-02    1.81e-04  1.75e-04    2.49e-02  2.17e-02    1.1e-06
7357000    3.05e-02  3.17e-02    1.89e-04  1.57e-04    2.77e-02  2.88e-02    1.1e-06
7358000    2.74e-02  2.97e-02    1.89e-04  9.44e-05    2.49e-02  2.70e-02    1.1e-06
7359000    2.88e-02  4.00e-02    1.10e-04  1.17e-04    2.62e-02  3.63e-02    1.1e-06
7360000    1.13e-01  1.11e-01    1.44e-03  1.33e-03    1.03e-01  1.01e-01    1.0e-06
7361000    1.13e-01  1.07e-01    1.39e-03  1.11e-03    1.03e-01  9.69e-02    1.0e-06
7362000    4.77e-02  5.46e-02    2.13e-04  1.82e-04    4.34e-02  4.97e-02    1.0e-06
7363000    2.74e-02  2.39e-02    1.93e-04  2.04e-04    2.49e-02  2.18e-02    1.0e-06
7364000    1.13e-01  1.05e-01    1.30e-03  1.24e-03    1.03e-01  9.59e-02    1.0e-06
7365000    2.88e-02  2.77e-02    8.90e-05  9.89e-05    2.62e-02  2.52e-02    1.0e-06
7366000    2.88e-02  2.37e-02    9.14e-05  9.97e-05    2.62e-02  2.16e-02    1.0e-06
7367000    2.74e-02  2.39e-02    1.93e-04  2.02e-04    2.49e-02  2.17e-02    1.0e-06
7368000    1.13e-01  1.25e-01    1.32e-03  1.22e-03    1.03e-01  1.14e-01    1.0e-06
7369000    1.13e-01  9.57e-02    1.30e-03  4.50e-04    1.03e-01  8.70e-02    1.0e-06
7370000    4.76e-02  3.57e-02    2.15e-04  1.49e-04    4.34e-02  3.25e-02    1.0e-06
7371000    2.73e-02  2.63e-02    1.83e-04  9.00e-05    2.49e-02  2.39e-02    1.0e-06
7372000    2.88e-02  2.66e-02    9.50e-05  1.03e-04    2.62e-02  2.43e-02    1.0e-06
7373000    1.13e-01  1.31e-01    1.31e-03  1.76e-03    1.03e-01  1.19e-01    1.0e-06
7374000    4.76e-02  4.00e-02    2.37e-04  2.00e-04    4.34e-02  3.64e-02    1.0e-06
7375000    2.88e-02  2.70e-02    9.60e-05  1.02e-04    2.62e-02  2.46e-02    1.0e-06
7376000    3.04e-02  3.22e-02    2.00e-04  2.39e-04    2.77e-02  2.93e-02    1.0e-06
7377000    4.76e-02  2.65e-02    2.13e-04  1.20e-04    4.34e-02  2.41e-02    1.0e-06
7378000    4.76e-02  3.85e-02    2.30e-04  1.50e-04    4.34e-02  3.50e-02    1.0e-06
7379000    1.13e-01  1.11e-01    1.30e-03  7.32e-04    1.03e-01  1.01e-01    1.0e-06
7380000    4.76e-02  5.04e-02    2.14e-04  1.03e-04    4.34e-02  4.59e-02    1.0e-06
7381000    1.13e-01  1.13e-01    1.30e-03  9.70e-04    1.03e-01  1.03e-01    1.0e-06
7382000    3.04e-02  3.12e-02    2.02e-04  1.30e-04    2.77e-02  2.84e-02    1.0e-06
7383000    3.04e-02  3.08e-02    2.00e-04  1.33e-04    2.77e-02  2.81e-02    1.0e-06
7384000    2.73e-02  3.06e-02    1.88e-04  1.96e-04    2.49e-02  2.78e-02    1.0e-06
7385000    2.88e-02  2.75e-02    1.48e-04  1.02e-04    2.62e-02  2.51e-02    1.0e-06
7386000    2.87e-02  2.90e-02    9.03e-05  9.01e-05    2.62e-02  2.64e-02    1.0e-06
7387000    1.13e-01  1.06e-01    1.35e-03  1.21e-03    1.03e-01  9.64e-02    1.0e-06
7388000    2.87e-02  3.73e-02    9.06e-05  7.29e-05    2.62e-02  3.40e-02    1.0e-06
7389000    4.76e-02  9.02e-02    2.14e-04  4.45e-04    4.34e-02  8.22e-02    1.0e-06
7390000    1.13e-01  1.15e-01    1.30e-03  1.45e-03    1.03e-01  1.04e-01    1.0e-06
7391000    1.13e-01  1.12e-01    1.30e-03  8.70e-04    1.03e-01  1.02e-01    1.0e-06
7392000    3.03e-02  3.04e-02    1.89e-04  1.10e-04    2.77e-02  2.77e-02    1.0e-06
7393000    2.73e-02  2.13e-02    1.83e-04  2.08e-04    2.49e-02  1.94e-02    1.0e-06
7394000    2.87e-02  4.00e-02    8.76e-05  9.25e-05    2.62e-02  3.65e-02    1.0e-06
7395000    2.87e-02  3.04e-02    8.84e-05  1.09e-04    2.62e-02  2.78e-02    1.0e-06
7396000    2.87e-02  3.03e-02    9.71e-05  7.55e-05    2.62e-02  2.77e-02    1.0e-06
7397000    4.75e-02  4.52e-02    2.23e-04  1.29e-04    4.34e-02  4.12e-02    1.0e-06
7398000    2.87e-02  2.73e-02    9.38e-05  9.81e-05    2.62e-02  2.49e-02    1.0e-06
7399000    2.73e-02  2.69e-02    1.82e-04  1.92e-04    2.49e-02  2.45e-02    1.0e-06
7400000    3.03e-02  3.29e-02    1.90e-04  2.07e-04    2.77e-02  3.00e-02    1.0e-06
7401000    4.75e-02  2.68e-02    2.14e-04  1.20e-04    4.34e-02  2.45e-02    1.0e-06
7402000    4.75e-02  2.67e-02    2.14e-04  1.34e-04    4.34e-02  2.44e-02    1.0e-06
7403000    1.13e-01  1.11e-01    1.33e-03  2.03e-03    1.03e-01  1.01e-01    1.0e-06
7404000    4.75e-02  4.02e-02    2.14e-04  3.28e-04    4.34e-02  3.67e-02    1.0e-06
7405000    2.87e-02  2.57e-02    9.37e-05  7.04e-05    2.62e-02  2.34e-02    1.0e-06
7406000    1.13e-01  1.15e-01    1.36e-03  1.06e-03    1.03e-01  1.05e-01    1.0e-06
7407000    2.73e-02  2.43e-02    1.86e-04  1.91e-04    2.49e-02  2.22e-02    1.0e-06
7408000    3.03e-02  3.21e-02    1.90e-04  1.76e-04    2.77e-02  2.93e-02    1.0e-06
7409000    1.13e-01  9.48e-02    1.30e-03  9.67e-04    1.03e-01  8.65e-02    1.0e-06
7410000    2.72e-02  2.39e-02    1.85e-04  2.01e-04    2.49e-02  2.19e-02    9.9e-07
7411000    4.75e-02  3.88e-02    2.15e-04  1.67e-04    4.34e-02  3.55e-02    9.9e-07
7412000    2.72e-02  2.32e-02    1.98e-04  1.80e-04    2.49e-02  2.12e-02    9.9e-07
7413000    2.87e-02  3.18e-02    8.92e-05  1.22e-04    2.62e-02  2.91e-02    9.9e-07
7414000    2.72e-02  3.02e-02    2.00e-04  1.53e-04    2.49e-02  2.76e-02    9.9e-07
7415000    1.12e-01  9.35e-02    1.30e-03  1.26e-03    1.03e-01  8.54e-02    9.9e-07
7416000    2.72e-02  2.41e-02    1.81e-04  1.90e-04    2.49e-02  2.21e-02    9.9e-07
7417000    2.72e-02  3.32e-02    2.06e-04  1.51e-04    2.49e-02  3.03e-02    9.9e-07
7418000    1.12e-01  1.33e-01    1.37e-03  1.14e-03    1.03e-01  1.22e-01    9.9e-07
7419000    1.12e-01  1.25e-01    1.30e-03  1.97e-03    1.03e-01  1.14e-01    9.9e-07
7420000    2.72e-02  2.69e-02    1.90e-04  1.21e-04    2.49e-02  2.46e-02    9.7e-07
7421000    1.13e-01  1.15e-01    3.13e-03  3.29e-03    1.03e-01  1.05e-01    9.7e-07
7422000    4.74e-02  4.32e-02    2.21e-04  3.22e-04    4.34e-02  3.95e-02    9.7e-07
7423000    2.72e-02  2.89e-02    1.92e-04  1.73e-04    2.49e-02  2.65e-02    9.7e-07
7424000    3.02e-02  3.10e-02    1.91e-04  1.07e-04    2.77e-02  2.83e-02    9.7e-07
7425000    2.72e-02  2.48e-02    1.82e-04  1.35e-04    2.49e-02  2.27e-02    9.7e-07
7426000    4.74e-02  2.83e-02    2.18e-04  3.00e-04    4.34e-02  2.59e-02    9.7e-07
7427000    3.02e-02  3.17e-02    1.91e-04  1.83e-04    2.77e-02  2.90e-02    9.7e-07
7428000    2.86e-02  2.43e-02    1.11e-04  1.43e-04    2.62e-02  2.22e-02    9.7e-07
7429000    3.02e-02  3.29e-02    1.95e-04  2.47e-04    2.77e-02  3.01e-02    9.7e-07
7430000    1.12e-01  1.22e-01    1.32e-03  2.23e-03    1.03e-01  1.12e-01    9.6e-07
7431000    1.12e-01  1.00e-01    1.31e-03  1.05e-03    1.03e-01  9.20e-02    9.6e-07
7432000    4.74e-02  3.26e-02    2.14e-04  1.51e-04    4.34e-02  2.99e-02    9.6e-07
7433000    3.02e-02  3.13e-02    1.89e-04  1.89e-04    2.77e-02  2.87e-02    9.6e-07
7434000    2.86e-02  2.49e-02    9.03e-05  7.81e-05    2.62e-02  2.28e-02    9.6e-07
7435000    2.72e-02  2.54e-02    1.89e-04  1.81e-04    2.49e-02  2.32e-02    9.6e-07
7436000    3.02e-02  2.71e-02    1.89e-04  1.46e-04    2.77e-02  2.48e-02    9.6e-07
7437000    1.12e-01  1.15e-01    1.86e-03  1.28e-03    1.03e-01  1.05e-01    9.6e-07
7438000    1.12e-01  1.40e-01    1.56e-03  1.21e-03    1.03e-01  1.28e-01    9.6e-07
7439000    2.72e-02  2.57e-02    1.88e-04  2.23e-04    2.49e-02  2.35e-02    9.6e-07
7440000    2.86e-02  2.64e-02    9.28e-05  9.74e-05    2.62e-02  2.42e-02    9.5e-07
7441000    2.86e-02  2.55e-02    9.48e-05  8.34e-05    2.62e-02  2.34e-02    9.5e-07
7442000    3.02e-02  2.88e-02    1.88e-04  1.23e-04    2.77e-02  2.64e-02    9.5e-07
7443000    3.02e-02  2.99e-02    2.01e-04  1.97e-04    2.77e-02  2.74e-02    9.5e-07
7444000    3.02e-02  2.84e-02    1.95e-04  2.10e-04    2.77e-02  2.60e-02    9.5e-07
7445000    1.12e-01  1.03e-01    1.30e-03  1.07e-03    1.03e-01  9.43e-02    9.5e-07
7446000    3.02e-02  2.97e-02    1.90e-04  1.46e-04    2.77e-02  2.72e-02    9.5e-07
7447000    2.72e-02  2.78e-02    1.94e-04  2.12e-04    2.49e-02  2.55e-02    9.5e-07
7448000    2.86e-02  2.75e-02    9.15e-05  1.17e-04    2.62e-02  2.52e-02    9.5e-07
7449000    3.02e-02  2.99e-02    1.92e-04  1.96e-04    2.77e-02  2.74e-02    9.5e-07
7450000    3.02e-02  2.97e-02    1.91e-04  1.89e-04    2.77e-02  2.72e-02    9.4e-07
7451000    2.86e-02  2.09e-02    1.03e-04  9.06e-05    2.62e-02  1.92e-02    9.4e-07
7452000    2.71e-02  3.19e-02    1.89e-04  1.35e-04    2.49e-02  2.93e-02    9.4e-07
7453000    3.02e-02  2.95e-02    1.88e-04  1.68e-04    2.77e-02  2.70e-02    9.4e-07
7454000    1.12e-01  1.09e-01    1.32e-03  1.15e-03    1.03e-01  9.96e-02    9.4e-07
7455000    1.12e-01  1.06e-01    1.30e-03  1.31e-03    1.03e-01  9.71e-02    9.4e-07
7456000    3.02e-02  3.00e-02    1.90e-04  2.44e-04    2.77e-02  2.75e-02    9.4e-07
7457000    1.12e-01  1.02e-01    1.30e-03  7.70e-04    1.03e-01  9.34e-02    9.4e-07
7458000    2.86e-02  2.31e-02    9.03e-05  9.14e-05    2.62e-02  2.12e-02    9.4e-07
7459000    2.71e-02  2.74e-02    1.84e-04  1.29e-04    2.49e-02  2.52e-02    9.4e-07
7460000    4.72e-02  4.33e-02    2.15e-04  1.98e-04    4.34e-02  3.97e-02    9.3e-07
7461000    1.12e-01  1.12e-01    1.37e-03  1.16e-03    1.03e-01  1.03e-01    9.3e-07
7462000    2.71e-02  2.52e-02    2.07e-04  3.02e-04    2.49e-02  2.32e-02    9.3e-07
7463000    2.71e-02  2.58e-02    1.81e-04  1.91e-04    2.49e-02  2.37e-02    9.3e-07
7464000    2.85e-02  3.56e-02    9.64e-05  1.18e-04    2.62e-02  3.27e-02    9.3e-07
7465000    3.01e-02  2.95e-02    1.92e-04  2.01e-04    2.77e-02  2.71e-02    9.3e-07
7466000    2.71e-02  2.30e-02    1.82e-04  1.41e-04    2.49e-02  2.11e-02    9.3e-07
7467000    4.72e-02  3.60e-02    2.15e-04  1.39e-04    4.34e-02  3.31e-02    9.3e-07
7468000    1.12e-01  1.09e-01    1.30e-03  1.30e-03    1.03e-01  1.00e-01    9.3e-07
7469000    1.12e-01  1.18e-01    1.55e-03  1.46e-03    1.03e-01  1.08e-01    9.3e-07
7470000    4.72e-02  3.12e-02    2.15e-04  1.62e-04    4.34e-02  2.87e-02    9.2e-07
7471000    2.85e-02  2.63e-02    9.13e-05  7.57e-05    2.62e-02  2.42e-02    9.2e-07
7472000    2.85e-02  3.30e-02    9.11e-05  1.10e-04    2.62e-02  3.04e-02    9.2e-07
7473000    2.85e-02  3.61e-02    9.03e-05  6.23e-05    2.62e-02  3.32e-02    9.2e-07
7474000    2.71e-02  3.34e-02    1.82e-04  1.70e-04    2.49e-02  3.07e-02    9.2e-07
7475000    2.85e-02  2.70e-02    9.25e-05  9.12e-05    2.62e-02  2.48e-02    9.2e-07
7476000    2.71e-02  2.32e-02    1.82e-04  1.87e-04    2.49e-02  2.13e-02    9.2e-07
7477000    1.12e-01  1.33e-01    1.46e-03  1.97e-03    1.03e-01  1.23e-01    9.2e-07
7478000    1.12e-01  1.19e-01    1.31e-03  1.45e-03    1.03e-01  1.10e-01    9.2e-07
7479000    2.71e-02  2.99e-02    1.82e-04  2.10e-04    2.49e-02  2.74e-02    9.2e-07
7480000    2.85e-02  2.59e-02    1.03e-04  9.92e-05    2.62e-02  2.38e-02    9.1e-07
7481000    1.12e-01  9.91e-02    1.39e-03  1.40e-03    1.03e-01  9.11e-02    9.1e-07
7482000    2.71e-02  2.28e-02    1.90e-04  1.67e-04    2.49e-02  2.10e-02    9.1e-07
7483000    4.71e-02  5.27e-02    2.13e-04  1.24e-04    4.34e-02  4.85e-02    9.1e-07
7484000    4.72e-02  5.24e-02    2.18e-04  1.81e-04    4.34e-02  4.82e-02    9.1e-07
7485000    4.72e-02  4.42e-02    2.24e-04  1.72e-04    4.34e-02  4.07e-02    9.1e-07
7486000    1.12e-01  1.11e-01    1.34e-03  1.07e-03    1.03e-01  1.02e-01    9.1e-07
7487000    2.85e-02  3.12e-02    9.45e-05  4.80e-05    2.62e-02  2.87e-02    9.1e-07
7488000    1.12e-01  1.01e-01    1.32e-03  1.22e-03    1.03e-01  9.33e-02    9.1e-07
7489000    3.01e-02  2.97e-02    1.89e-04  2.11e-04    2.76e-02  2.73e-02    9.1e-07
7490000    2.70e-02  3.39e-02    1.82e-04  1.80e-04    2.49e-02  3.12e-02    9.0e-07
7491000    3.00e-02  2.87e-02    1.88e-04  2.28e-04    2.76e-02  2.64e-02    9.0e-07
7492000    2.85e-02  2.68e-02    8.92e-05  8.12e-05    2.62e-02  2.47e-02    9.0e-07
7493000    2.85e-02  3.97e-02    1.03e-04  8.95e-05    2.62e-02  3.65e-02    9.0e-07
7494000    1.12e-01  1.12e-01    1.31e-03  1.20e-03    1.03e-01  1.03e-01    9.0e-07
7495000    2.85e-02  3.77e-02    1.17e-04  1.22e-04    2.62e-02  3.47e-02    9.0e-07
7496000    1.12e-01  1.07e-01    1.31e-03  1.26e-03    1.03e-01  9.88e-02    9.0e-07
7497000    2.70e-02  2.71e-02    1.84e-04  1.19e-04    2.49e-02  2.49e-02    9.0e-07
7498000    4.71e-02  8.18e-02    2.15e-04  4.29e-04    4.34e-02  7.53e-02    9.0e-07
7499000    1.12e-01  1.04e-01    1.30e-03  9.28e-04    1.03e-01  9.57e-02    9.0e-07
7500000    2.70e-02  3.03e-02    1.82e-04  1.68e-04    2.49e-02  2.79e-02    8.9e-07
7501000    2.84e-02  4.56e-02    9.12e-05  8.80e-05    2.62e-02  4.20e-02    8.9e-07
7502000    2.84e-02  2.09e-02    9.91e-05  8.55e-05    2.62e-02  1.92e-02    8.9e-07
7503000    3.00e-02  2.97e-02    1.88e-04  2.42e-04    2.76e-02  2.74e-02    8.9e-07
7504000    4.71e-02  2.82e-02    2.15e-04  1.78e-04    4.34e-02  2.60e-02    8.9e-07
7505000    1.12e-01  1.07e-01    2.09e-03  1.80e-03    1.03e-01  9.88e-02    8.9e-07
7506000    4.71e-02  3.39e-02    2.14e-04  1.74e-04    4.34e-02  3.12e-02    8.9e-07
7507000    2.84e-02  3.34e-02    8.92e-05  7.01e-05    2.62e-02  3.08e-02    8.9e-07
7508000    3.00e-02  2.89e-02    1.88e-04  1.79e-04    2.76e-02  2.66e-02    8.9e-07
7509000    3.00e-02  2.99e-02    1.88e-04  9.54e-05    2.76e-02  2.76e-02    8.9e-07
7510000    1.11e-01  1.08e-01    1.56e-03  1.55e-03    1.03e-01  9.96e-02    8.8e-07
7511000    1.11e-01  1.09e-01    1.32e-03  9.41e-04    1.03e-01  1.00e-01    8.8e-07
7512000    1.11e-01  1.21e-01    1.42e-03  1.38e-03    1.03e-01  1.12e-01    8.8e-07
7513000    2.84e-02  2.22e-02    8.92e-05  6.36e-05    2.62e-02  2.04e-02    8.8e-07
7514000    4.70e-02  5.86e-02    2.14e-04  1.66e-04    4.34e-02  5.41e-02    8.8e-07
7515000    2.84e-02  2.11e-02    1.09e-04  1.24e-04    2.62e-02  1.94e-02    8.8e-07
7516000    2.84e-02  4.93e-02    1.25e-04  1.38e-04    2.62e-02  4.55e-02    8.8e-07
7517000    4.70e-02  4.06e-02    2.18e-04  1.40e-04    4.34e-02  3.74e-02    8.8e-07
7518000    2.84e-02  2.75e-02    9.72e-05  9.81e-05    2.62e-02  2.54e-02    8.8e-07
7519000    1.11e-01  1.13e-01    1.43e-03  1.04e-03    1.03e-01  1.05e-01    8.8e-07
7520000    3.00e-02  2.95e-02    1.93e-04  2.71e-04    2.76e-02  2.72e-02    8.7e-07
7521000    2.70e-02  2.28e-02    1.87e-04  2.16e-04    2.49e-02  2.10e-02    8.7e-07
7522000    1.11e-01  1.10e-01    1.41e-03  1.67e-03    1.03e-01  1.02e-01    8.7e-07
7523000    2.84e-02  2.52e-02    1.25e-04  1.55e-04    2.62e-02  2.33e-02    8.7e-07
